# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =2.001
#  1->0 =1
#  1->1 =0
POS	MP01	MP10
2125	3	1
2126	2	0
2127	1	0
2128	1	0
2129	1	1
2130	1	1
2131	2	0
2132	5	3
2133	3	0
2134	4	2
2135	1	0
2136	1	0
2137	2	1
2138	3	1
2139	2	1
2140	2	23
2141	1	0
2142	1	0
2143	1	0
2144	1	0
2145	1	0
2146	1	0
2147	1	0
2148	1	3
2149	3	0
2150	1	0
2151	1	1
2152	5	2
2153	2	1
2154	3	1
2155	2	1
2156	3	2
2157	3	1
2158	8	6
2159	1	4
2160	12	9
2161	1	4
2162	8	1
2163	1	1
2164	2	0
2165	1	0
2166	1	0
2167	1	0
2168	1	0
2169	1	0
2170	1	0
2171	2	7
2172	4	2
2173	5	4
2174	2	24
2175	2	0
2176	1	0
2177	1	0
2178	1	0
2179	3	1
2180	2	0
2181	2	0
2182	1	0
2183	1	4
2184	1	4
2185	1	4
2186	1	4
2187	1	4
2188	1	4
2189	1	0
2190	1	0
2191	4	4
2192	4	4
2193	9	1
2194	12	9
2195	1	0
2196	10	0
2197	7	11
2198	1	0
2199	6	0
2200	3	0
2201	3	2
2202	1	0
2203	10	2
2204	8	2
2205	1	0
2206	1	2
2207	3	9
2208	1	0
2209	1	0
2210	2	0
2211	3	2
2212	4	7
2213	9	8
2214	3	0
2215	4	0
2216	5	2
2217	4	0
2218	4	0
2219	4	1
2220	5	1
2221	2	0
2222	4	7
2223	2	0
2224	4	0
2225	1	0
2226	4	0
2227	3	0
2228	3	0
2229	3	0
2230	3	0
2231	3	9
2232	2	0
2233	3	15
2234	4	0
2235	4	0
2236	1	0
2237	1	0
2238	2	0
2239	2	0
2240	1	1
2241	1	19
2242	1	0
2243	1	1
2244	2	0
2245	1	2
2246	1	2
2247	7	37
2248	5	13
2249	5	11
2250	5	13
2251	7	8
2252	3	23
2253	2	21
2254	8	16
2255	1	0
2256	3	0
2257	2	0
2258	1	1
2259	1	0
2260	2	2
2261	2	2
2262	2	2
2263	2	0
2264	1	0
2265	1	0
2266	3	1
2267	3	1
2268	2	0
2269	0	19
2270	13	3
2271	1	0
2272	7	12
2273	7	11
2274	1	0
2275	1	0
2276	7	16
2277	2	0
2278	12	29
2279	8	4
2280	17	2
2281	9	5
2282	1	0
2283	4	2
2284	1	0
2285	1	0
2286	3	0
2287	1	0
2288	8	4
2289	2	0
2290	6	0
2291	1	0
2292	1	0
2293	1	0
2294	1	0
2295	6	8
2296	3	4
2297	3	4
2298	3	4
2299	4	4
2300	3	6
2301	3	8
2302	5	2
2303	1	2
2304	1	2
2305	1	2
2306	1	0
2307	2	0
2308	2	0
2309	1	0
2310	1	0
2311	1	0
2312	15	3
2313	1	0
2314	2	2
2315	4	0
2316	1	0
2317	5	0
2318	4	2
2319	3	2
2320	4	2
2321	4	2
2322	1	0
2323	1	2
2324	2	4
2325	2	4
2326	1	0
2327	1	0
2328	1	0
2329	1	0
2330	1	0
2331	1	0
2332	1	0
2333	1	0
2334	1	0
2335	7	2
2336	2	0
2337	1	15
2338	1	3
2339	4	0
2340	2	2
2341	5	0
2342	2	2
2343	6	2
2344	1	0
2345	1	0
2346	1	0
2347	1	0
2348	1	0
2349	1	0
2350	1	0
2351	2	0
2352	4	0
2353	10	7
2354	8	4
2355	4	0
2356	1	1
2357	1	0
2358	1	0
2359	1	0
2360	1	0
2361	1	0
2362	1	0
2363	1	0
2364	1	0
2365	3	5
2366	2	4
2367	2	4
2368	13	1
2369	1	0
2370	3	0
2371	6	2
2372	7	5
2373	4	0
2374	4	0
2375	4	0
2376	1	1
2377	1	1
2378	1	3
2379	2	0
2380	1	0
2381	1	1
2382	1	1
2383	1	0
2384	1	0
2385	1	0
2386	1	0
2387	1	0
2388	1	0
2389	8	6
2390	2	0
2391	1	0
2392	1	0
2393	1	0
2394	1	0
2395	1	0
2396	1	0
2397	1	0
2398	1	0
2399	2	0
2400	2	0
2401	3	7
2402	1	0
2403	1	0
2404	4	14
2405	1	0
2406	4	1
2407	5	1
2408	1	0
2409	2	3
2410	2	15
2411	1	0
2412	1	0
2413	1	0
2414	2	0
2415	1	4
2416	4	0
2417	6	0
2418	1	0
2419	1	0
2420	2	0
2421	4	4
2422	2	5
2423	2	5
2424	2	1
2425	2	0
2426	7	7
2427	3	2
2428	4	0
2429	4	0
2430	1	0
2431	1	0
2432	1	3
2433	1	2
2434	2	0
2435	2	0
2436	1	0
2437	1	1
2438	3	1
2439	1	0
2440	3	0
2441	3	5
2442	2	34
2443	2	1
2444	4	1
2445	18	20
2446	3	6
2447	3	3
2448	4	0
2449	3	0
2450	2	0
2451	2	54
2452	6	0
2453	1	6
2454	1	0
2455	1	0
2456	1	0
2457	1	0
2458	1	0
2459	1	0
2460	1	0
2461	1	0
2462	1	0
2463	1	0
2464	1	0
2465	2	0
2466	1	0
2467	1	0
2468	1	0
2469	1	0
2470	4	4
2471	5	0
2472	1	8
2473	2	0
2474	1	0
2475	0	11
2476	4	2
2477	3	2
2478	2	2
2479	3	3
2480	3	2
2481	8	15
2482	3	4
2483	13	22
2484	2	4
2485	2	0
2486	3	0
2487	1	0
2488	1	0
2489	2	0
2490	3	0
2491	3	0
2492	1	0
2493	1	0
2494	1	0
2495	1	0
2496	2	0
2497	2	0
2498	5	0
2499	1	1
2500	6	1
2501	5	4
2502	4	4
2503	1	0
2504	1	0
2505	1	0
2506	1	0
2507	1	0
2508	3	1
2509	3	1
2510	2	7
2511	2	8
2512	2	8
2513	3	1
2514	2	3
2515	2	3
2516	1	0
2517	1	0
2518	2	0
2519	1	1
2520	2	2
2521	1	0
2522	1	0
2523	1	0
2524	2	0
2525	2	4
2526	1	0
2527	1	0
2528	5	1
2529	3	0
2530	1	0
2531	1	0
2532	1	0
2533	6	0
2534	1	0
2535	3	10
2536	1	0
2537	1	0
2538	1	0
2539	1	0
2540	1	0
2541	4	5
2542	0	11
2543	1	0
2544	1	0
2545	1	3
2546	3	10
2547	10	9
2548	4	10
2549	4	2
2550	2	3
2551	4	0
2552	1	0
2553	2	0
2554	1	1
2555	1	1
2556	1	0
2557	5	4
2558	3	28
2559	3	3
2560	5	15
2561	1	0
2562	1	0
2563	4	3
2564	6	2
2565	12	10
2566	1	1
2567	1	6
2568	1	0
2569	1	36
2570	1	0
2571	2	0
2572	3	1
2573	4	11
2574	2	4
2575	7	12
2576	1	4
2577	1	0
2578	2	2
2579	1	0
2580	1	0
2581	1	0
2582	1	1
2583	1	0
2584	1	4
2585	7	5
2586	7	5
2587	7	5
2588	5	2
2589	1	3
2590	1	3
2591	0	22
2592	1	0
2593	2	0
2594	1	0
2595	8	4
2596	1	1
2597	1	0
2598	1	0
2599	3	0
2600	3	0
2601	2	1
2602	3	1
2603	2	1
2604	7	39
2605	8	9
2606	1	0
2607	2	0
2608	1	0
2609	4	0
2610	1	0
2611	1	0
2612	2	0
2613	2	0
2614	2	0
2615	2	0
2616	2	0
2617	2	0
2618	2	0
2619	2	0
2620	1	0
2621	1	0
2622	1	0
2623	1	0
2624	1	0
2625	1	0
2626	1	0
2627	4	8
2628	3	6
2629	3	4
2630	3	3
2631	4	21
2632	8	4
2633	3	1
2634	7	2
2635	8	3
2636	8	2
2637	8	3
2638	1	0
2639	1	0
2640	1	0
2641	1	0
2642	1	0
2643	1	0
2644	5	5
2645	5	11
2646	10	22
2647	1	5
2648	2	1
2649	1	4
2650	2	2
2651	1	0
2652	4	1
2653	1	0
2654	5	4
2655	2	0
2656	6	0
2657	1	7
2658	2	0
2659	1	1
2660	2	2
2661	1	0
2662	3	1
2663	1	0
2664	1	0
2665	1	0
2666	3	0
2667	5	0
2668	2	3
2669	2	0
2670	1	0
2671	1	0
2672	1	3
2673	1	0
2674	2	0
2675	1	0
2676	2	0
